source_text,target_text
"[' ', 'some', 'early', 'selling', 'is', 'likely', 'to', 'stem', 'from', 'investors', 'and', 'portfolio', 'managers', 'who', 'want', 'to', 'lock', 'in', 'this', 'year', ""'s"", 'fat', 'profits']", some early selling is likely to stem from investors and portfolio managers who want to lock in this year 's fat profits 
"[' ', 'stock', 'funds', 'have', 'averaged', 'a', 'staggering', 'gain', 'of', 'N', 'N', 'through', 'september', 'according', 'to', 'lipper', 'analytical', 'services', 'inc']", stock funds have averaged a staggering gain of N N through september according to lipper analytical services inc 
"[' ', 'half', 'of', 'them', 'are', 'really', 'scared', 'and', 'want', 'to', 'sell', 'she', 'said', 'but', 'i', ""'"", 'm', 'trying', 'to', 'talk', 'them', 'out', 'of', 'it']", half of them are really scared and want to sell she said but i 'm trying to talk them out of it 
"[' ', 'the', 'backdrop', 'to', 'friday', ""'s"", 'slide', 'was', ' ', 'different', 'from', 'that', 'of', 'the', 'october', 'N', 'crash', 'fund', 'managers', 'argue']", the backdrop to friday 's slide was  different from that of the october N crash fund managers argue 
"[' ', 'two', 'years', 'ago', 'unlike', 'today', 'the', 'dollar', 'was', 'weak', 'interest', 'rates', 'were', 'rising', 'and', 'the', 'market', 'was', 'very', ' ', 'they', 'say']", two years ago unlike today the dollar was weak interest rates were rising and the market was very  they say 
"[' ', 'boeing', 'is', 'also', 'supposed', 'to', 'send', 'to', 'america', 'west', 'another', 'N', ' ', 'aircraft', 'as', 'well', 'as', 'a', 'N', 'by', 'year', ""'s"", 'end']", boeing is also supposed to send to america west another N  aircraft as well as a N by year 's end 
"[' ', 'indeed', 'a', 'random', 'check', 'friday', 'did', ""n't"", 'seem', 'to', 'indicate', 'that', 'the', 'strike', 'was', 'having', 'much', 'of', 'an', 'effect', 'on', 'other', 'airline', 'operations']", indeed a random check friday did n't seem to indicate that the strike was having much of an effect on other airline operations 
"[' ', 'southwest', 'airlines', 'has', 'a', 'boeing', 'N', 'set', 'for', 'delivery', 'at', 'the', 'end', 'of', 'this', 'month', 'and', 'expects', 'to', 'have', 'the', 'plane', 'on', 'time']", southwest airlines has a boeing N set for delivery at the end of this month and expects to have the plane on time 
"[' ', 'it', ""'s"", 'so', 'close', 'to', 'completion', 'boeing', ""'s"", 'told', 'us', 'there', 'wo', ""n't"", 'be', 'a', 'problem', 'said', 'a', 'southwest', 'spokesman']", it 's so close to completion boeing 's told us there wo n't be a problem said a southwest spokesman 
"[' ', 'a', 'spokesman', 'for', 'amr', 'corp', '.', 'said', 'boeing', 'has', 'assured', 'american', 'airlines', 'it', 'will', 'deliver', 'a', 'N', 'on', 'time', 'later', 'this', 'month']", a spokesman for amr corp. said boeing has assured american airlines it will deliver a N on time later this month 
"[' ', 'boeing', ""'s"", 'shares', 'fell', '$', 'N', 'friday', 'to', 'close', 'at', '$', 'N', 'in', 'composite', 'trading', 'on', 'the', 'new', 'york', 'stock', 'exchange']", boeing 's shares fell $ N friday to close at $ N in composite trading on the new york stock exchange 
"[' ', 'he', 'added', 'that', 'the', 'company', ' ', 'the', 'union', ""'s"", 'resolve', 'and', 'the', 'workers', ""'"", ' ', 'with', 'being', 'forced', 'to', 'work', 'many', 'hours', 'overtime']", he added that the company  the union 's resolve and the workers '  with being forced to work many hours overtime 
"[' ', 'in', 'separate', 'developments', 'talks', 'have', 'broken', 'off', 'between', 'machinists', 'representatives', 'at', 'lockheed', 'corp', '.', 'and', 'the', ' ', 'calif', '.', 'aerospace', 'company']", in separate developments talks have broken off between machinists representatives at lockheed corp. and the  calif. aerospace company 
"[' ', 'the', 'planes', 'long', 'range', 'versions', 'of', 'the', '  ', 'will', 'be', 'delivered', 'with', ' ', '&', '  ', 'engines']", the planes long range versions of the   will be delivered with  &   engines 
"[' ', 'but', 'we', 'would', ""n't"", 'go', 'into', 'them', 'alone', 'and', 'canadian', 'utilities', ""'"", 'equity', 'stake', 'would', 'be', 'small', 'he', 'said']", but we would n't go into them alone and canadian utilities ' equity stake would be small he said 
"[' ', 'canadian', 'utilities', 'is', ""n't"", 'alone', 'in', 'exploring', 'power', 'generation', 'opportunities', 'in', 'britain', 'in', 'anticipation', 'of', 'the', 'privatization', 'program']", canadian utilities is n't alone in exploring power generation opportunities in britain in anticipation of the privatization program 
"[' ', 'diamond', ' ', 'offshore', ""'s"", 'stock', 'rose', 'N', 'cents', 'friday', 'to', 'close', 'at', '$', 'N', 'in', 'new', 'york', 'stock', 'exchange', 'composite', 'trading']", diamond  offshore 's stock rose N cents friday to close at $ N in new york stock exchange composite trading 
"[' ', 'there', 'are', 'really', 'very', 'few', 'companies', 'that', 'have', 'adequate', 'capital', 'to', 'buy', 'properties', 'in', 'a', 'raw', 'state', 'for', 'cash']", there are really very few companies that have adequate capital to buy properties in a raw state for cash 
"[' ', 'mr', '.', ' ', 'said', 'of', 'the', 'boom', 'it', ""'s"", 'going', 'to', 'last', 'a', 'whole', 'lot', 'longer', 'than', 'anybody', 'thinks']", mr.  said of the boom it 's going to last a whole lot longer than anybody thinks 
"[' ', 'to', 'a', 'degree', 'quantum', 'represents', 'the', 'new', 'times', 'that', 'have', 'arrived', 'for', 'producers', 'of', 'the', 'so', '-', 'called', 'commodity', 'plastics', 'that', ' ', 'modern', 'life']", to a degree quantum represents the new times that have arrived for producers of the so-called commodity plastics that  modern life 
"[' ', 'having', 'just', 'passed', 'through', 'one', 'of', 'the', 'most', 'profitable', 'periods', 'in', 'their', 'history', 'these', 'producers', 'now', 'see', 'their', 'prices', 'eroding']", having just passed through one of the most profitable periods in their history these producers now see their prices eroding 
"[' ', 'and', 'the', 'financial', 'decline', 'of', 'some', 'looks', 'steep', 'only', 'in', 'comparison', 'with', 'the', ' ', 'period', 'that', 'is', 'just', 'behind', 'them']", and the financial decline of some looks steep only in comparison with the  period that is just behind them 
"[' ', 'at', 'quantum', 'which', 'is', 'based', 'in', 'new', 'york', 'the', 'trouble', 'is', 'magnified', 'by', 'the', 'company', ""'s"", 'heavy', ' ', 'on', 'plastics']", at quantum which is based in new york the trouble is magnified by the company 's heavy  on plastics 
"[' ', 'in', 'recent', 'months', 'the', 'price', 'of', 'polyethylene', 'even', 'more', 'than', 'that', 'of', 'other', 'commodity', 'plastics', 'has', 'taken', 'a', 'dive']", in recent months the price of polyethylene even more than that of other commodity plastics has taken a dive 
"[' ', 'by', 'many', 'accounts', 'an', 'early', 'hint', 'of', 'a', 'price', 'rout', 'in', 'the', 'making', 'came', 'at', 'the', 'start', 'of', 'this', 'year']", by many accounts an early hint of a price rout in the making came at the start of this year 
"[' ', 'they', 'recently', 'announced', 'increases', 'of', 'a', 'few', 'cents', 'a', 'pound', 'to', 'take', 'effect', 'in', 'the', 'next', 'several', 'weeks']", they recently announced increases of a few cents a pound to take effect in the next several weeks 
"[' ', 'no', 'one', 'knows', 'however', 'whether', 'the', 'new', 'posted', 'prices', 'will', 'stick', 'once', 'producers', 'and', 'customers', 'start', 'to', ' ']", no one knows however whether the new posted prices will stick once producers and customers start to  
"[' ', 'one', ' ', 'is', 'george', ' ', 'a', ' ', 'analyst', 'at', 'oppenheimer', '&', 'co.', 'and', 'a', 'bear', 'on', 'plastics', 'stocks']", one  is george  a  analyst at oppenheimer & co. and a bear on plastics stocks 
"[' ', 'he', 'argues', 'that', 'efforts', 'to', 'firm', 'up', 'prices', 'will', 'be', 'undermined', 'by', 'producers', ""'"", 'plans', 'to', 'expand', 'production', 'capacity']", he argues that efforts to firm up prices will be undermined by producers ' plans to expand production capacity 
"[' ', 'some', 'viewed', 'his', 'response', 'that', 'company', 'directors', 'review', 'the', 'dividend', 'regularly', 'as', 'nothing', 'more', 'than', 'the', 'standard', 'line', 'from', 'executives']", some viewed his response that company directors review the dividend regularly as nothing more than the standard line from executives 
"[' ', 'in', 'any', 'case', 'on', 'the', 'day', 'of', 'the', 'meeting', 'quantum', ""'s"", 'shares', 'slid', '$', 'N', 'to', '$', 'N', 'in', 'big', 'board', 'trading']", in any case on the day of the meeting quantum 's shares slid $ N to $ N in big board trading 
"[' ', 'until', 'this', 'year', 'the', 'company', 'had', 'been', 'steadily', 'lowering', 'its', 'accident', 'rate', 'and', 'picking', 'up', ' ', 'safety', ' ']", until this year the company had been steadily lowering its accident rate and picking up  safety  
"[' ', 'when', 'a', 'plant', 'has', 'just', 'been', 'running', 'flat', 'out', 'to', 'meet', 'demand', ' ', 'lost', 'profit', 'and', 'thus', 'claims', 'under', ' ', 'insurance', 'is', ' ']", when a plant has just been running flat out to meet demand  lost profit and thus claims under  insurance is  
"[' ', 'quantum', 'hopes', 'the', 'morris', 'plant', 'where', 'limited', 'production', 'got', 'under', 'way', 'last', 'week', 'will', 'resume', 'full', 'operation', 'by', 'year', ""'s"", 'end']", quantum hopes the morris plant where limited production got under way last week will resume full operation by year 's end 
"[' ', 'the', 'plant', 'usually', 'accounts', 'for', 'N', 'N', 'to', 'N', 'N', 'of', 'quantum', ""'s"", 'polyethylene', 'production', 'and', 'N', 'N', 'of', 'its', ' ', 'production']", the plant usually accounts for N N to N N of quantum 's polyethylene production and N N of its  production 
"[' ', 'the', 'plant', 'expansion', 'should', 'strengthen', 'the', 'company', ""'s"", ' ', 'in', 'the', 'polyethylene', 'business', 'where', 'market', 'share', 'is', 'often', 'taken', 'through', 'sheer', 'capacity']", the plant expansion should strengthen the company 's  in the polyethylene business where market share is often taken through sheer capacity 
"[' ', 'the', 'name', ' ', 'in', 'rumors', 'is', 'british', 'petroleum', 'co.', 'which', 'is', 'looking', 'to', 'expand', 'its', 'polyethylene', 'business', 'in', 'the', 'u.s', '.']", the name  in rumors is british petroleum co. which is looking to expand its polyethylene business in the u.s. 
"[' ', 'the', 'spokesman', 'said', 'rjr', 'is', 'discussing', 'its', ' ', 'plans', 'with', 'its', 'two', 'main', 'advertising', 'firms', ' ', 'katz', 'and', '  ']", the spokesman said rjr is discussing its  plans with its two main advertising firms  katz and   
"[' ', 'he', 'said', 'the', 'company', 'hired', 'three', 'more', 'buyers', 'for', 'the', 'unit', 'within', 'the', 'past', 'two', 'weeks', 'wooing', 'them', 'from', 'jobs', 'with', 'advertising', 'agencies']", he said the company hired three more buyers for the unit within the past two weeks wooing them from jobs with advertising agencies 
"[' ', 'in', 'recent', 'years', 'u.s', '.', 'steelmakers', 'have', 'supplied', 'about', 'N', 'N', 'of', 'the', 'N', 'million', 'tons', 'of', 'steel', 'used', 'annually', 'by', 'the', 'nation']", in recent years u.s. steelmakers have supplied about N N of the N million tons of steel used annually by the nation 
"[' ', 'other', 'countries', 'that', 'do', ""n't"", 'have', 'formal', 'steel', 'quotas', 'with', 'the', 'u.s', '.', 'such', 'as', 'taiwan', 'sweden', 'and', 'argentina', 'also', 'have', 'supplied', 'steel']", other countries that do n't have formal steel quotas with the u.s. such as taiwan sweden and argentina also have supplied steel 
"[' ', 'some', 'of', 'these', 'countries', 'have', 'in', 'recent', 'years', 'made', 'informal', 'agreements', 'with', 'the', 'u.s', '.', 'that', 'are', 'similar', 'to', 'quotas']", some of these countries have in recent years made informal agreements with the u.s. that are similar to quotas 
"[' ', 'the', 'bush', 'administration', 'earlier', 'this', 'year', 'said', 'it', 'would', 'extend', 'steel', 'quotas', 'known', 'as', 'voluntary', 'restraint', 'agreements', 'until', 'march', 'N', 'N']", the bush administration earlier this year said it would extend steel quotas known as voluntary restraint agreements until march N N 
"[' ', 'the', 'u.s', '.', 'termed', 'its', 'plan', 'a', 'trade', ' ', 'program', 'despite', 'the', 'fact', 'that', 'it', 'is', 'merely', 'an', 'extension']", the u.s. termed its plan a trade  program despite the fact that it is merely an extension 
"[' ', 'south', 'korea', 'which', 'had', 'N', 'N', 'under', 'the', 'previous', 'quotas', 'is', 'set', 'to', 'get', 'a', 'small', 'increase', 'to', 'about', 'N', 'N']", south korea which had N N under the previous quotas is set to get a small increase to about N N 
"[' ', 'that', 'increase', 'rises', 'to', 'slightly', 'more', 'than', 'N', 'N', 'of', 'the', 'u.s', '.', 'market', 'if', 'a', 'joint', ' ', 'steel', 'project', 'is', 'included']", that increase rises to slightly more than N N of the u.s. market if a joint  steel project is included 
"[' ', 'meanwhile', 'brazil', 'is', 'expected', 'to', 'increase', 'its', 'allowance', 'from', 'the', 'N', 'N', 'share', 'it', 'has', 'had', 'in', 'recent', 'years']", meanwhile brazil is expected to increase its allowance from the N N share it has had in recent years 
"[' ', 'the', 'ec', 'and', 'japan', 'the', 'u.s', '.', ""'s"", 'largest', 'steel', 'suppliers', 'have', ""n't"", 'been', 'filling', 'their', 'quotas', 'to', 'the', 'full', 'extent']", the ec and japan the u.s. 's largest steel suppliers have n't been filling their quotas to the full extent 
"[' ', 'japan', 'has', 'been', 'shipping', 'steel', 'to', 'total', 'about', 'N', 'N', 'of', 'the', 'u.s', '.', 'market', 'compared', 'with', 'a', 'quota', 'of', 'N', 'N']", japan has been shipping steel to total about N N of the u.s. market compared with a quota of N N 
"[' ', 'japan', 'the', 'ec', 'brazil', 'mexico', 'and', 'south', 'korea', 'provide', 'about', 'N', 'N', 'of', 'the', 'steel', 'imported', 'to', 'the', 'u.s', '.', 'under', 'the', 'quota', 'program']", japan the ec brazil mexico and south korea provide about N N of the steel imported to the u.s. under the quota program 
"[' ', 'the', 'u.s', '.', 'had', 'about', 'an', 'extra', 'N', 'N', 'of', 'the', 'domestic', 'steel', 'market', 'to', 'give', 'to', 'foreign', 'suppliers', 'in', 'its', 'quota', 'talks']", the u.s. had about an extra N N of the domestic steel market to give to foreign suppliers in its quota talks 
"[' ', 'that', 'was', 'essentially', 'made', 'up', 'of', 'a', 'N', 'N', 'increase', 'in', 'the', 'overall', 'quota', 'program', 'and', 'N', 'N', 'from', 'cutting', 'japan', ""'s"", 'allowance']", that was essentially made up of a N N increase in the overall quota program and N N from cutting japan 's allowance 
"['  ', 'a', 'telecommunications', 'company', 'had', 'net', 'income', 'of', '$', 'N', 'or', 'five', 'cents', 'a', 'share', 'in', 'its', 'year', '-', 'earlier', 'second', 'quarter', 'ended', 'sept', '.', 'N']",  a telecommunications company had net income of $ N or five cents a share in its year-earlier second quarter ended sept. N 
"[' ', 'the', 'lower', 'results', 'mr', '.', ' ', 'said', 'reflect', 'a', '12', '-', 'month', 'decline', 'in', 'industry', 'sales', 'of', 'privately', 'owned', 'pay', 'telephones', ' ', ""'s"", 'primary', 'business']", the lower results mr.  said reflect a 12-month decline in industry sales of privately owned pay telephones  's primary business 
"[' ', 'mr', '.', ' ', 'said', ' ', 'should', 'realize', 'a', 'minimum', 'of', '$', 'N', 'of', ' ', 'net', 'earnings', 'for', 'each', 'machine', 'each', 'month']", mr.  said  should realize a minimum of $ N of  net earnings for each machine each month 
