source_text,target_text
"[' ', 'some', 'securities', 'analysts', 'are', 'looking', 'for', 'no', 'better', 'than', 'break', '-', 'even', 'results', 'from', 'the', 'company', 'for', 'the', 'third', 'quarter', 'compared', 'with', 'year', '-', 'earlier', 'profit', 'of', '$', 'N', 'million', 'or', '$', 'N', 'a', 'share', 'on', 'sales', 'of', '$', 'N', 'million', '\n']"," some securities analysts are looking for no better than break-even results from the company for the third quarter compared with year-earlier profit of $ N million or $ N a share on sales of $ N million 
"
"[' ', 'last', 'summer', 'mr', '.', 'bush', 'moved', 'the', 'administration', 'in', 'the', 'direction', 'of', 'gradual', ' ', 'when', 'he', 'told', 'a', 'north', 'atlantic', 'treaty', 'organization', 'meeting', 'that', 'he', 'would', 'allow', 'some', 'exceptions', 'to', 'the', 'cocom', ' ', 'of', 'strategic', 'goods', '\n']"," last summer mr. bush moved the administration in the direction of gradual  when he told a north atlantic treaty organization meeting that he would allow some exceptions to the cocom  of strategic goods 
"
"[' ', 'the', 'real', 'estate', 'and', 'thrift', 'concern', 'operating', 'under', 'bankruptcy', '-', 'law', 'proceedings', 'said', 'it', 'told', 'the', 'sec', 'it', 'could', ""n't"", 'provide', 'financial', 'statements', 'by', 'the', 'end', 'of', 'its', 'first', 'extension', 'without', ' ', 'burden', 'or', 'expense', '\n']"," the real estate and thrift concern operating under bankruptcy-law proceedings said it told the sec it could n't provide financial statements by the end of its first extension without  burden or expense 
"
"[' ', 'although', 'the', 'report', 'which', 'was', 'released', 'before', 'the', 'stock', 'market', 'opened', 'did', ""n't"", 'trigger', 'the', '190.58', '-', 'point', 'drop', 'in', 'the', 'dow', 'jones', 'industrial', 'average', 'analysts', 'said', 'it', 'did', 'play', 'a', 'role', 'in', 'the', 'market', ""'s"", 'decline', '\n']"," although the report which was released before the stock market opened did n't trigger the 190.58-point drop in the dow jones industrial average analysts said it did play a role in the market 's decline 
"
"['  ', 'added', 'that', 'significant', 'additional', 'loan', '-', 'loss', 'provisions', 'may', 'be', 'required', 'by', 'federal', 'regulators', 'as', 'part', 'of', 'the', 'current', 'annual', 'examination', 'of', 'city', 'federal', 'savings', 'bank', ' ', ""'s"", 'primary', 'subsidiary', 'based', 'in', ' ', 'n.j', '\n']","  added that significant additional loan-loss provisions may be required by federal regulators as part of the current annual examination of city federal savings bank  's primary subsidiary based in  n.j 
"
"[' ', 'late', 'friday', 'night', 'the', 'senate', 'voted', 'N', 'to', 'approve', 'an', 'estimated', '$', 'N', 'billion', 'measure', 'that', 'had', 'been', 'stripped', 'of', 'hundreds', 'of', 'provisions', 'that', 'would', 'have', 'widened', 'rather', 'than', 'narrowed', 'the', 'federal', 'budget', 'deficit', '\n']"," late friday night the senate voted N to approve an estimated $ N billion measure that had been stripped of hundreds of provisions that would have widened rather than narrowed the federal budget deficit 
"
"[' ', 'renaissance', 'which', 'manages', 'about', '$', 'N', 'billion', 'drew', 'stiff', 'criticism', 'from', 'many', 'clients', 'earlier', 'this', 'year', 'because', 'it', 'pulled', 'entirely', 'out', 'of', 'stocks', 'at', 'the', 'beginning', 'of', 'the', 'year', 'and', 'thus', 'missed', 'a', 'strong', 'rally', '\n']"," renaissance which manages about $ N billion drew stiff criticism from many clients earlier this year because it pulled entirely out of stocks at the beginning of the year and thus missed a strong rally 
"
"[' ', 'even', 'for', 'people', 'who', 'expect', 'a', 'bear', 'market', 'in', 'coming', 'months', 'and', 'a', 'sizable', 'number', 'of', 'money', 'managers', 'and', 'market', ' ', 'do', 'the', 'advice', 'is', 'wait', 'for', 'the', 'market', 'to', 'bounce', 'back', 'and', 'sell', 'shares', 'gradually', 'during', 'rallies', '\n']"," even for people who expect a bear market in coming months and a sizable number of money managers and market  do the advice is wait for the market to bounce back and sell shares gradually during rallies 
"
"[' ', 'mr', '.', ' ', 'said', 'the', 'bank', ""'s"", 'experience', 'with', ' ', 'debt', 'has', 'been', 'painful', 'and', 'this', 'latest', 'move', 'represents', 'the', 'final', 'phase', 'of', 'a', 'program', 'begun', 'seven', 'years', 'ago', 'to', 'reduce', 'its', 'exposure', 'through', ' ', 'debt', 'sales', 'and', 'debt', 'swaps', '\n']"," mr.  said the bank 's experience with  debt has been painful and this latest move represents the final phase of a program begun seven years ago to reduce its exposure through  debt sales and debt swaps 
"
"[' ', 'shares', 'of', 'american', 'medical', 'international', 'which', 'agreed', 'last', 'week', 'to', 'accept', 'a', 'lower', 'price', 'from', 'a', 'buy', '-', 'out', 'group', 'that', 'includes', 'first', 'boston', 'corp', '.', 'and', 'the', ' ', 'family', 'of', 'chicago', 'fell', 'N', 'N', 'on', 'friday', 'to', 'close', 'at', 'N', '\n']"," shares of american medical international which agreed last week to accept a lower price from a buy-out group that includes first boston corp. and the  family of chicago fell N N on friday to close at N 
"
"[' ', 'various', 'evidence', 'including', 'a', ' ', 'institution', 'study', 'of', 'some', 'N', 'series', 'that', 'the', 'networks', 'had', 'aired', 'and', 'had', 'partly', 'owned', 'in', 'the', '1960s', 'showed', 'the', 'networks', 'did', ""n't"", '  ', 'control', 'over', 'the', 'studios', 'as', 'had', 'been', 'alleged', '\n']"," various evidence including a  institution study of some N series that the networks had aired and had partly owned in the 1960s showed the networks did n't   control over the studios as had been alleged 
"
"[' ', 'but', 'the', 'beleaguered', 'british', 'advertising', 'and', 'consulting', 'giant', 'which', 'last', 'week', 'named', 'a', 'new', 'chief', 'executive', 'officer', 'to', 'replace', 'maurice', 'saatchi', 'has', 'been', 'the', 'subject', 'of', 'intense', 'takeover', 'speculation', 'for', 'weeks', '\n']"," but the beleaguered british advertising and consulting giant which last week named a new chief executive officer to replace maurice saatchi has been the subject of intense takeover speculation for weeks 
"
"[' ', 'and', 'carl', 'spielvogel', 'chief', 'executive', 'officer', 'of', 'saatchi', ""'s"", 'big', 'backer', 'spielvogel', 'bates', 'advertising', 'unit', 'said', 'he', 'had', 'offered', 'to', 'lead', 'a', 'management', 'buy', '-', 'out', 'of', 'the', 'company', 'but', 'was', 'rebuffed', 'by', 'charles', 'saatchi', '\n']"," and carl spielvogel chief executive officer of saatchi 's big backer spielvogel bates advertising unit said he had offered to lead a management buy-out of the company but was rebuffed by charles saatchi 
"
"[' ', 'mr', '.', ' ', 'of', 'bear', 'stearns', 'said', 'that', 'schering', '-', 'plough', 'corp', '.', ""'s"", 'expected', 'profit', 'rise', 'of', 'about', 'N', 'N', 'to', 'N', 'N', 'and', ' ', ""'s"", 'expected', 'profit', 'increase', 'of', 'about', 'N', 'N', 'are', 'largely', 'because', 'those', 'companies', 'are', 'really', 'managed', 'well', '\n']"," mr.  of bear stearns said that schering-plough corp. 's expected profit rise of about N N to N N and  's expected profit increase of about N N are largely because those companies are really managed well 
"
"[' ', 'the', 'four', 's&ls', 'were', 'sold', 'to', 'large', 'banks', 'as', 'was', 'the', 'case', 'with', 'most', 'of', 'the', 'N', 'previous', 'transactions', 'initiated', 'by', 'the', 'resolution', 'trust', 'corp', '.', 'since', 'it', 'was', 'created', 'in', 'the', 's&l', 'bailout', 'legislation', 'two', 'months', 'ago', '\n']"," the four s&ls were sold to large banks as was the case with most of the N previous transactions initiated by the resolution trust corp. since it was created in the s&l bailout legislation two months ago 
"
"[' ', 'already', ' ', 'is', 'facing', 'stronger', 'competition', 'from', 'financial', 'news', 'network', 'inc', '.', 'and', 'general', 'electric', 'co.', ""'s"", 'consumer', 'news', 'and', 'business', 'channel', 'both', 'of', 'which', 'are', 'likely', 'to', 'pursue', 'more', 'general', 'news', 'in', 'the', 'future', '\n']"," already  is facing stronger competition from financial news network inc. and general electric co. 's consumer news and business channel both of which are likely to pursue more general news in the future 
"
"['  ', 'and', 'the', ' ', 'argued', 'to', 'the', 'fifth', 'u.s', '.', 'circuit', 'court', 'of', 'appeals', 'that', 'there', 'will', 'never', 'be', 'any', 'assets', 'with', 'which', 'to', 'satisfy', 'a', 'judgment', 'against', ' ', 'savings', 'nor', 'any', 'means', 'to', 'collect', 'from', 'any', 'other', 'party', 'including', ' \n']","  and the  argued to the fifth u.s. circuit court of appeals that there will never be any assets with which to satisfy a judgment against  savings nor any means to collect from any other party including  
"
"[' ', 'further', 'fueling', 'the', 'belief', 'that', 'pressures', 'in', 'the', 'economy', 'were', 'sufficient', 'to', 'keep', 'the', 'fed', 'from', 'easing', 'credit', 'the', 'commerce', 'department', 'reported', 'friday', 'that', 'retail', 'sales', 'grew', 'N', 'N', 'in', 'september', 'to', '$', 'N', 'billion', '\n']"," further fueling the belief that pressures in the economy were sufficient to keep the fed from easing credit the commerce department reported friday that retail sales grew N N in september to $ N billion 
"
"[' ', 'in', 'a', 'madrid', 'hotel', 'room', 'recently', 'a', ' ', 'caught', 'the', 'end', 'of', 'a', 'badly', 'acted', 'series', 'about', 'a', 'fishing', 'boat', 'on', 'australia', ""'s"", 'great', 'barrier', ' ', 'only', 'to', 'be', 'urged', 'by', 'the', 'british', 'announcer', 'to', 'stay', ' ', 'for', 'the', 'further', ' ', 'of', ' ', 'the', ' \n']"," in a madrid hotel room recently a  caught the end of a badly acted series about a fishing boat on australia 's great barrier  only to be urged by the british announcer to stay  for the further  of  the  
"
"[' ', 'in', 'july', 'the', 'company', 'stunned', 'wall', 'street', 'with', 'the', 'prediction', 'that', 'growth', 'in', 'the', 'personal', 'computer', 'business', 'overall', 'would', 'be', 'only', 'N', 'N', 'in', 'N', 'a', 'modest', 'increase', 'when', 'compared', 'with', 'the', ' ', 'expansion', 'of', 'years', 'past', '\n']"," in july the company stunned wall street with the prediction that growth in the personal computer business overall would be only N N in N a modest increase when compared with the  expansion of years past 
"
"[' ', 'it', 'seems', 'to', 'me', 'that', 'this', 'is', 'the', ' ', 'that', 'has', 'finally', ' ', 'the', 'balloon', 'says', 'mr', '.', 'rogers', 'a', 'professor', 'of', 'finance', 'at', 'columbia', 'university', 'and', 'former', ' ', 'of', 'one', 'of', 'the', 'most', 'successful', 'hedge', 'funds', 'in', 'history', 'quantum', 'fund', '\n']"," it seems to me that this is the  that has finally  the balloon says mr. rogers a professor of finance at columbia university and former  of one of the most successful hedge funds in history quantum fund 
"
"[' ', 'mr', '.', 'front', 'of', 'stein', 'roe', 'suggests', 'that', 'any', 'buying', 'should', 'concentrate', 'in', 'stocks', 'that', 'have', 'lagged', 'the', 'market', 'on', 'the', 'up', 'side', 'or', 'stocks', 'that', 'have', 'been', 'beaten', 'down', 'a', 'lot', 'more', 'than', 'the', 'market', 'in', 'this', 'correction', '\n']"," mr. front of stein roe suggests that any buying should concentrate in stocks that have lagged the market on the up side or stocks that have been beaten down a lot more than the market in this correction 
"
"[' ', 'in', 'june', 'two', 'months', 'before', 'it', 'would', 'default', 'on', 'interest', 'payments', 'covering', 'some', 'of', 'its', '$', 'N', 'billion', 'of', 'speculative', 'debt', 'securities', 'new', 'york', '-', 'based', 'integrated', 'resources', 'inc', '.', 'said', 'it', 'ran', 'out', 'of', 'borrowed', 'money', '\n']"," in june two months before it would default on interest payments covering some of its $ N billion of speculative debt securities new york-based integrated resources inc. said it ran out of borrowed money 
"
"[' ', 'bankers', 'said', 'warrants', 'for', 'hong', 'kong', 'stocks', 'are', 'attractive', 'because', 'they', 'give', 'foreign', 'investors', 'wary', 'of', 'volatility', 'in', 'the', 'colony', ""'s"", 'stock', 'market', 'an', 'opportunity', 'to', 'buy', 'shares', 'without', 'taking', 'too', 'great', 'a', 'risk', '\n']"," bankers said warrants for hong kong stocks are attractive because they give foreign investors wary of volatility in the colony 's stock market an opportunity to buy shares without taking too great a risk 
"
"['  ', 'the', 'north', 'american', 'holding', 'company', 'of', 'swiss', 'concern', ' ', 'financiere', ' ', 'ltd', '.', 'previously', 'proposed', 'combining', 'its', 'N', 'N', 'stake', 'in', 'st', '.', 'lawrence', 'cement', 'inc', '.', 'and', 'its', 'N', 'N', 'stake', 'in', ' ', 'cement', 'co.', 'with', 'its', 'N', 'N', 'stake', 'in', 'ideal', '\n']","  the north american holding company of swiss concern  financiere  ltd. previously proposed combining its N N stake in st. lawrence cement inc. and its N N stake in  cement co. with its N N stake in ideal 
"
"[' ', 'spokesmen', 'for', 'merieux', 'and', 'connaught', 'said', 'they', 'had', ""n't"", 'been', 'informed', 'of', 'specific', 'areas', 'of', 'concern', 'by', 'either', 'the', 'government', 'or', 'investment', 'canada', 'but', 'added', 'they', 'hope', 'to', 'have', 'more', 'information', 'early', 'this', 'week', '\n']"," spokesmen for merieux and connaught said they had n't been informed of specific areas of concern by either the government or investment canada but added they hope to have more information early this week 
"
"[' ', 'regulators', 'have', 'become', 'increasingly', ' ', 'about', 'centrust', ""'s"", 'and', 'other', 'thrifts', ""'"", 'junk', '-', 'bond', 'holdings', 'in', 'light', 'of', 'the', 'recent', 'federal', 'thrift', 'bailout', 'legislation', 'and', 'the', 'recent', 'deep', 'decline', 'in', 'the', 'junk', '-', 'bond', 'market', '\n']"," regulators have become increasingly  about centrust 's and other thrifts ' junk-bond holdings in light of the recent federal thrift bailout legislation and the recent deep decline in the junk-bond market 
"
"[' ', 'the', 'thrift', 'is', 'also', 'working', 'to', 'unload', 'its', 'junk', '-', 'bond', 'portfolio', 'by', 'continuing', 'to', 'sell', 'off', 'the', 'bonds', 'and', 'it', 'plans', 'to', 'eventually', 'place', 'some', 'of', 'them', 'in', 'a', 'separate', 'affiliate', 'as', 'required', 'under', 'the', 'new', 'thrift', 'law', '\n']"," the thrift is also working to unload its junk-bond portfolio by continuing to sell off the bonds and it plans to eventually place some of them in a separate affiliate as required under the new thrift law 
"
"[' ', 'the', 'problem', 'which', 'the', 'journal', 'so', ' ', 'pointed', 'out', 'in', 'a', 'number', 'of', 'articles', 'is', 'not', 'the', 'likes', 'of', 'mr', '.', ' ', 'who', 'after', 'all', 'is', 'really', 'a', 'bit', 'player', 'on', 'the', 'stage', 'but', 'the', 'attempt', 'by', 'congress', 'to', 'enhance', 'itself', 'into', 'a', ' ', 'body', '\n']"," the problem which the journal so  pointed out in a number of articles is not the likes of mr.  who after all is really a bit player on the stage but the attempt by congress to enhance itself into a  body 
"
"[' ', 'thus', 'in', 'a', 'civil', 'case', 'a', 'defendant', 'may', 'be', 'called', 'as', 'a', 'witness', 'he', 'may', 'be', 'forced', 'to', 'testify', 'or', 'take', 'the', 'fifth', 'and', 'his', 'taking', 'of', 'the', 'fifth', 'may', 'permit', 'the', 'drawing', 'of', 'an', 'adverse', ' ', 'against', 'him', 'in', 'the', 'civil', 'matter', '\n']"," thus in a civil case a defendant may be called as a witness he may be forced to testify or take the fifth and his taking of the fifth may permit the drawing of an adverse  against him in the civil matter 
"
"[' ', 'in', 'fact', 'some', 'of', 'the', 'network', ""'s"", '  ', 'say', 'they', 'owe', 'radio', 'free', 'europe', 'loyalty', 'because', 'it', 'was', 'responsible', 'in', 'many', 'ways', 'for', 'keeping', 'hope', 'alive', 'through', 'what', 'one', 'writer', 'here', 'calls', 'the', 'dark', 'ages', 'of', 'the', '20th', 'century', '\n']"," in fact some of the network 's   say they owe radio free europe loyalty because it was responsible in many ways for keeping hope alive through what one writer here calls the dark ages of the 20th century 
"
"[' ', 'the', 'most', 'controversial', 'of', 'the', 'brady', 'recommendations', 'involved', 'establishing', 'a', 'single', ' ', 'regulator', 'to', 'handle', 'crucial', ' ', 'questions', 'such', 'as', 'setting', 'consistent', 'margin', 'requirements', 'for', 'the', 'stock', 'and', 'futures', 'markets', '\n']"," the most controversial of the brady recommendations involved establishing a single  regulator to handle crucial  questions such as setting consistent margin requirements for the stock and futures markets 
"
"[' ', 'mr', '.', ' ', 'N', 'years', 'old', 'declined', 'to', 'be', 'interviewed', 'for', 'this', 'article', 'but', 'he', 'has', 'consistently', 'argued', 'that', 'over', 'the', 'long', 'haul', 'across', 'both', 'the', ' ', 'and', 'the', ' ', 'of', 'the', 'plastics', 'market', 'quantum', 'will', ' ', 'through', 'its', 'new', 'direction', '\n']"," mr.  N years old declined to be interviewed for this article but he has consistently argued that over the long haul across both the  and the  of the plastics market quantum will  through its new direction 
"
"[' ', 'analysts', 'said', 'that', 'merck', '&', 'co.', 'eli', 'lilly', '&', 'co.', 'warner', '-', 'lambert', 'co.', 'and', 'the', 'squibb', 'corp', '.', 'unit', 'of', 'bristol', '-', 'myers', 'squibb', 'co.', 'all', 'benefited', 'from', 'strong', 'sales', 'of', 'relatively', 'new', '  ', 'that', 'provide', 'wide', 'profit', 'margins', '\n']"," analysts said that merck & co. eli lilly & co. warner-lambert co. and the squibb corp. unit of bristol-myers squibb co. all benefited from strong sales of relatively new   that provide wide profit margins 
"
"[' ', 'assuming', 'that', 'the', 'market', 'does', ""n't"", 'head', 'into', 'a', ' ', 'free', 'fall', 'some', 'executives', 'think', 'friday', ""'s"", 'action', 'could', 'prove', 'a', ' ', 'of', 'good', 'news', 'as', 'a', 'sign', 'that', 'the', 'leveraged', 'buy', '-', 'out', 'and', 'takeover', 'frenzy', 'of', 'recent', 'years', 'may', 'be', ' \n']"," assuming that the market does n't head into a  free fall some executives think friday 's action could prove a  of good news as a sign that the leveraged buy-out and takeover frenzy of recent years may be  
"
"[' ', 'after', 'falling', 'for', 'three', 'consecutive', 'months', 'the', 'producer', 'price', 'index', 'for', 'finished', 'goods', 'shot', 'up', 'N', 'N', 'last', 'month', 'the', 'labor', 'department', 'reported', 'friday', 'as', 'energy', 'prices', 'jumped', 'after', 'tumbling', 'through', 'the', 'summer', '\n']"," after falling for three consecutive months the producer price index for finished goods shot up N N last month the labor department reported friday as energy prices jumped after tumbling through the summer 
"
"[' ', 'britain', 'france', 'and', 'italy', 'announced', 'technical', 'reasons', 'for', ' ', 'but', 'some', 'officials', 'pointed', 'to', 'growing', 'reluctance', 'among', 'the', 'allies', 'to', 'commit', 'themselves', 'to', 'big', 'defense', 'spending', 'while', '  ', 'talks', 'show', 'signs', 'of', 'success', '\n']"," britain france and italy announced technical reasons for  but some officials pointed to growing reluctance among the allies to commit themselves to big defense spending while   talks show signs of success 
"
"[' ', 'production', 'at', 'the', 'mill', 'has', 'exceeded', 'the', 'ability', 'of', ' ', ""'s"", 'casting', 'operation', 'to', 'supply', 'it', 'he', 'said', 'which', 'will', 'force', ' ', 'to', 'purchase', ' ', 'or', ' ', 'steel', 'bars', 'from', 'outside', 'the', 'company', 'during', 'the', 'fourth', 'quarter', 'and', 'next', 'year', '\n']"," production at the mill has exceeded the ability of  's casting operation to supply it he said which will force  to purchase  or  steel bars from outside the company during the fourth quarter and next year 
"
"[' ', 'and', 'as', 'the', ' ', 'men', 'returned', 'to', 'their', 'homes', 'the', 'anc', 'outlawed', 'in', 'south', 'africa', 'since', 'N', 'and', 'still', 'considered', 'to', 'be', 'the', 'chief', 'public', 'enemy', 'by', 'the', 'white', 'government', ' ', 'returned', 'to', 'the', 'streets', 'of', 'the', 'country', ""'s"", 'black', ' \n']"," and as the  men returned to their homes the anc outlawed in south africa since N and still considered to be the chief public enemy by the white government  returned to the streets of the country 's black  
"
"[' ', 'asked', 'to', 'compare', 'her', 'visit', 'to', 'mr', '.', 'mosbacher', ""'s"", 'mrs', '.', 'hills', 'replied', 'i', 'did', ""n't"", 'hear', 'every', 'word', 'he', 'spoke', 'but', 'as', 'a', 'general', 'proposition', 'i', 'think', 'we', 'have', 'a', 'very', 'consistent', 'trade', 'strategy', 'in', 'the', 'bush', 'administration', '\n']"," asked to compare her visit to mr. mosbacher 's mrs. hills replied i did n't hear every word he spoke but as a general proposition i think we have a very consistent trade strategy in the bush administration 
"
"[' ', 'under', 'an', 'agreement', 'filed', 'in', 'federal', 'court', 'in', 'august', 'to', 'settle', 'ftc', 'objections', 'to', 'some', 'traditional', 'sales', 'practices', 'traditional', 'said', 'it', 'would', 'establish', 'a', '$', 'N', 'trust', 'fund', 'to', 'provide', 'refunds', 'to', 'certain', 'customers', '\n']"," under an agreement filed in federal court in august to settle ftc objections to some traditional sales practices traditional said it would establish a $ N trust fund to provide refunds to certain customers 
"
"['  ', 'plans', 'first', 'to', 'study', 'ferranti', ""'s"", 'financial', 'accounts', 'which', 'auditors', 'recently', 'said', 'included', '#', 'N', 'million', 'in', ' ', 'contracts', 'at', 'a', 'u.s', '.', 'unit', 'international', 'signal', '&', 'control', 'group', 'with', 'which', 'ferranti', 'merged', 'last', 'year', '\n']","  plans first to study ferranti 's financial accounts which auditors recently said included # N million in  contracts at a u.s. unit international signal & control group with which ferranti merged last year 
"
"[' ', 'both', 'paribas', 'and', ' ', 'have', 'been', 'increasing', 'their', 'stakes', 'in', 'navigation', 'mixte', 'recently', 'for', 'what', 'they', 'have', 'termed', 'investment', 'purposes', 'although', 'the', 'issue', 'has', 'been', 'surrounded', 'by', 'takeover', 'speculation', 'in', 'recent', 'weeks', '\n']"," both paribas and  have been increasing their stakes in navigation mixte recently for what they have termed investment purposes although the issue has been surrounded by takeover speculation in recent weeks 
"
