source_text,target_text
"['that', ""'s"", 'cool', 'kind', 'of', 'like', 'Pink', 'Floyd', 'or', 'something', 'uh', 'yeah', 'basketball', ""'s"", 'cool', 'but', 'football', 'kind', 'of', 'after', 'a', 'while']",that's cool kind of like Pink Floyd or something uh yeah basketball's cool but football kind of after a while
"['I', ""'m"", 'happy', 'that', 'I', 'do', ""n't"", 'work', 'in', 'a', 'store', '.']",I'm happy that I don't work in a store.
"['He', 'unleashed', 'a', '16', '-', 'day', 'reign', 'of', 'terror', 'that', 'left', '300', 'Madeirans', 'dead', ',', 'stocks', 'of', 'sugar', 'destroyed', ',', 'and', 'the', 'island', 'plundered', '.']","He unleashed a 16-day reign of terror that left 300 Madeirans dead, stocks of sugar destroyed, and the island plundered."
"['Mr.', 'Clinton', 'appreciated', 'Mr.', 'Knight', 'for', 'his', 'fund', 'raising', ',', 'said', 'the', 'news', '.']","Mr. Clinton appreciated Mr. Knight for his fund raising, said the news."
"['There', 'was', ""n't"", 'much', 'of', 'an', 'alternative', 'despite', 'the', 'cries', 'of', 'the', 'preservationalists', '.']",There wasn't much of an alternative despite the cries of the preservationalists.
"['Guangzhou', ',', 'with', 'a', 'population', 'of', 'more', 'than', '5', 'million', ',', 'straddles', 'the', 'Pearl', 'River', 'China', ""'s"", 'fifth', 'longest', 'which', 'links', 'the', 'city', 'to', 'the', 'South', 'China', 'Sea', '.']","Guangzhou, with a population of more than 5 million, straddles the Pearl River China's fifth longest which links the city to the South China Sea."
"['Critics', 'praise', 'Goodman', ""'s"", 'finely', 'honed', 'descriptive', 'abilities', 'and', 'instinctive', 'grasp', 'of', 'familial', 'dynamics', ',', 'the', 'ways', 'in', 'which', 'dreams', 'and', 'emotional', 'habits', 'are', 'handed', 'down', '...']","Critics praise Goodman's finely honed descriptive abilities and instinctive grasp of familial dynamics, the ways in which dreams and emotional habits are handed down ..."
"['they', 'should', 'let', 'go', 'the', 'people', 'in', 'jail', 'for', 'misdemeanors']",they should let go the people in jail for misdemeanors
"['no', 'chemicals', 'and', 'plus', 'then', 'you', 'can', 'use', 'it', 'as', 'a', 'fertilizer', 'and', 'not', 'have', 'to', 'worry', 'about', 'spreading', 'those', 'chemicals', 'like', 'on', 'your', 'lawn', 'or', 'your', 'bushes', 'or', 'whatever']",no chemicals and plus then you can use it as a fertilizer and not have to worry about spreading those chemicals like on your lawn or your bushes or whatever
"['There', 'are', 'a', 'number', 'of', 'expensive', 'jewelry', 'and', 'other', 'duty', '-', 'free', 'shops', ',', 'all', 'with', 'goods', 'priced', 'in', 'US', 'dollars', '(', 'duty', '-', 'free', 'goods', 'must', 'always', 'be', 'paid', 'for', 'in', 'foreign', 'currency', ')', '.']","There are a number of expensive jewelry and other duty-free shops, all with goods priced in US dollars (duty-free goods must always be paid for in foreign currency)."
"['Also', ',', 'considerable', 'sums', 'are', 'spent', 'by', 'the', 'Postal', 'Service', 'analyzing', 'the', 'costs', 'associated', 'with', 'worksharing', ',', 'and', 'mailers', '/', 'competitors', 'incur', 'considerable', 'expense', 'litigating', 'their', 'positions', 'on', 'worksharing', 'before', 'the', 'Postal', 'Rate', 'Commission', '.']","Also, considerable sums are spent by the Postal Service analyzing the costs associated with worksharing, and mailers/competitors incur considerable expense litigating their positions on worksharing before the Postal Rate Commission."
"['profit', 'rather']",profit rather
"['Paroseas', 'cave', ',', 'reef', ',', 'and', 'wreck', 'diving', 'around', 'its', 'shores', ',', 'giving', 'the', 'diver', 'a', 'wide', 'range', 'of', 'environments', 'to', 'explore', '.']","Paroseas cave, reef, and wreck diving around its shores, giving the diver a wide range of environments to explore."
"['Slate', '60', 'ranks', 'American', 'charity', 'contributions', '.']",Slate 60 ranks American charity contributions.
"['Whether', 'you', 'drink', 'beer', 'or', 'alcohol', 'or', 'not', ',', 'a', 'trip', 'to', 'Dublin', 'is', ""n't"", 'complete', 'without', 'a', 'visit', 'to', 'some', 'of', 'its', 'pubs', 'do', ""n't"", 'miss', 'this', 'experience', '.']","Whether you drink beer or alcohol or not, a trip to Dublin isn't complete without a visit to some of its pubs don't miss this experience."
"['He', 'had', 'no', 'real', 'answer', '.']",He had no real answer.
"['Someone', 'should', 'make', 'the', 'decision', '.']",Someone should make the decision.
"['Generally', ',', 'if', 'pH', 'of', 'scrubbing', 'liquor', 'falls', 'below', 'a', 'range', 'of', '5.0', 'to', '6.0', ',', 'additional', 'reagent', 'is', 'required', 'to', 'maintain', 'the', 'reactivity', 'of', 'the', 'absorbent', '.']","Generally, if pH of scrubbing liquor falls below a range of 5.0 to 6.0, additional reagent is required to maintain the reactivity of the absorbent."
"['What', 'are', 'you', 'going', 'to', 'do', 'about', 'it', '?', '""', 'Tuppence', 'frowned', 'severely', '.']","What are you going to do about it?"" Tuppence frowned severely."
"['I', 'had', 'many', 'many', 'fans', 'during', 'my', 'Crossfire', 'days', '.']",I had many many fans during my Crossfire days.
"['More', 'to', 'the', 'point', ',', 'even', 'as', 'the', 'major', 'airlines', 'have', 'been', 'reaping', 'large', 'profits', 'over', 'the', 'last', 'four', 'years', ',', 'their', 'productivity', 'has', 'not', 'risen', 'at', 'all', ',', 'suggesting', 'that', 'consolidation', 'is', 'not', 'improving', 'efficiency', '.']","More to the point, even as the major airlines have been reaping large profits over the last four years, their productivity has not risen at all, suggesting that consolidation is not improving efficiency."
"['He', 'was', 'born', 'Siddhartha', 'Gautama', 'in', 'a', 'grove', 'of', 'sal', 'trees', 'at', 'Lumbini', '(', 'just', 'across', 'the', 'Nepalese', 'border', ')', 'around', 'the', 'year', '566', 'b.c', '.']",He was born Siddhartha Gautama in a grove of sal trees at Lumbini (just across the Nepalese border) around the year 566 b.c.
"['yeah', 'okay', 'yeah', 'those', 'games', 'are', 'fun', 'to', 'watch', 'you', 'you', 'you', 'watch', 'those', 'games']",yeah okay yeah those games are fun to watch you you you watch those games
"['so', 'it', ""'s"", 'sociology']",so it's sociology
"['the', 'congress', 'is', 'generally', 'responsible', 'for', 'controlling', 'funding', 'levels', '.']",the congress is generally responsible for controlling funding levels.
"['Stone', 'would', 'have', 'been', 'too', 'expensive', 'to', 'ship', 'into', 'the', 'Nile', 'Valley', '.']",Stone would have been too expensive to ship into the Nile Valley.
"['There', 'are', 'piles', 'around', 'the', 'hole', '.']",There are piles around the hole.
"['During', 'the', 'Crimean', 'War', '(', '1854', '56', ')', 'she', 'set', 'up', 'a', 'hospital', 'in', 'the', 'huge', 'Selimiye', 'Barracks', '(', 'Selimiye', 'Kelase', ')', '.']",During the Crimean War (1854 56) she set up a hospital in the huge Selimiye Barracks (Selimiye Kelase).
"['Thus', ',', 'recent', 'evidence', 'suggests', 'that', 'by', 'not', 'including', 'an', 'estimate', 'of', 'reductions', 'in', 'short', '-', 'term', 'mortality', 'due', 'to', 'changes', 'in', 'ambient', 'ozone', ',', 'both', 'the', 'Base', 'and', 'Alternative', 'Estimates', 'may', 'underestimate', 'the', 'benefits', 'of', 'implementation', 'of', 'the', 'Clear', 'Skies', 'Act', '.']","Thus, recent evidence suggests that by not including an estimate of reductions in short-term mortality due to changes in ambient ozone, both the Base and Alternative Estimates may underestimate the benefits of implementation of the Clear Skies Act."
"['there', 'was', ""n't"", 'anything', 'good', 'about', 'it']",there wasn't anything good about it
"['Sugar', 'was', 'a', 'luxury', 'item', '.']",Sugar was a luxury item.
"['I', 'ordered', 'Better', 'Sexual', 'Techniques', ',', 'Advanced', 'Sexual', 'Techniques', ',', 'Making', 'Sex', 'Fun', ',', 'and', 'Advanced', 'Oral', 'Sex', 'Techniques', '(', 'priced', 'about', '$', '11', '.']","I ordered Better Sexual Techniques , Advanced Sexual Techniques , Making Sex Fun , and Advanced Oral Sex Techniques (priced about $11."
"['From', 'what', 'I', 'know', 'the', 'borders', 'of', 'Iran', 'are', 'still', 'open', '.']",From what I know the borders of Iran are still open.
"['I', 'am', 'glad', 'that', 'I', 'get', 'daily', 'news', 'updates', 'about', 'the', 'Peace', 'Corps', '.']",I am glad that I get daily news updates about the Peace Corps.
"['Strom', 'Thurmond', ',', 'R', '-', 'S.C.', ',', 'celebrated', 'his', '95', 'th', 'birthday', 'by', 'announcing', 'that', 'he', 'will', 'relinquish', 'the', 'chairmanship', 'of', 'the', 'Senate', 'Armed', 'Services', 'Committee', 'a', 'year', 'from', 'now', '.']","Strom Thurmond , R-S.C., celebrated his 95 th birthday by announcing that he will relinquish the chairmanship of the Senate Armed Services Committee a year from now."
"['A', 'chancy', 'road', 'winding', 'up', 'to', 'the', '475', '-', 'metre', '(', '1,560', '-', 'foot', ')', 'summit', 'is', 'likely', 'to', 'test', 'the', 'engine', 'and', 'suspension', 'of', 'your', 'car', ',', 'as', 'well', 'as', 'your', 'own', 'persistence', '.']","A chancy road winding up to the 475-metre (1,560-foot) summit is likely to test the engine and suspension of your car, as well as your own persistence."
"['i', 'think', 'that', 'yeah', 'i', 'think', 'and', 'i', 'i', 'think', 'that', ""'s"", 'real', 'important']",i think that yeah i think and i i think that's real important
"['Gore', 'has', 'been', 'Clinton', ""'s"", 'lackey', 'for', 'more', 'than', 'six', 'years', '.']",Gore has been Clinton's lackey for more than six years.
"['The', 'spear', 'missed', 'Vrenna', 'by', 'only', 'a', 'hand', '-', 'span', '.']",The spear missed Vrenna by only a hand-span.
"['Prior', 'to', '1986', ',', 'the', 'United', 'States', 'had', 'been', 'a', 'net', 'creditor', 'because', 'its', 'holdings', 'of', 'foreign', 'assets', 'exceeded', 'foreign', 'holdings', 'of', 'U.S.', 'assets', '.']","Prior to 1986, the United States had been a net creditor because its holdings of foreign assets exceeded foreign holdings of U.S. assets."
"['Gross', 'did', 'not', 'have', 'to', 'pay', 'any', 'money', 'for', 'advertising', '.']",Gross did not have to pay any money for advertising.
"['The', 'Committee', 'plans', 'that', 'LSC', 'discuss', 'this', 'proposal', 'with', 'stakeholders', '.']",The Committee plans that LSC discuss this proposal with stakeholders.
"['There', 'is', 'a', 'palace', 'which', 'can', 'be', 'toured', 'in', 'Honolulu', '.']",There is a palace which can be toured in Honolulu.
"['Initiatives', 'that', 'we', 'suggested', 'for', 'the', 'CIO', 'Council', 'to', 'consider']",Initiatives that we suggested for the CIO Council to consider
"['She', 'had', 'an', 'impatient', 'tone', 'when', 'she', 'spoke', 'to', 'him', '.']",She had an impatient tone when she spoke to him.
"['He', 'wanted', 'silk', 'and', 'encouraged', 'the', 'Dutch', 'and', 'British', 'as', 'good', ',', 'nonproselytizing', 'Protestants', 'just', 'interested', 'in', 'trade', '.']","He wanted silk and encouraged the Dutch and British as good, nonproselytizing Protestants just interested in trade."
"['wow', 'who', 'can', 'afford', 'that', ' ', 'my', 'God', 'i', 'ca', ""n't"", 'afford', 'to', 'miss', 'a', 'day', 'let', 'alone', 'six']",wow who can afford that  my God i can't afford to miss a day let alone six
"['These', 'alone', 'could', 'have', 'valuable', 'uses', '.']",These alone could have valuable uses.
"['The', 'Black', 'River', 'is', 'measured', 'at', 'seventy', '-', 'one', 'kilometers', 'in', 'length', '.']",The Black River is measured at seventy-one kilometers in length.
"['The', 'Illinois', 'Equal', 'Justice', 'Foundation', 'just', 'received', 'money', 'from', 'the', 'Illinois', 'General', 'Assembly', '.']",The Illinois Equal Justice Foundation just received money from the Illinois General Assembly.
"['Ramses', 'II', 'did', 'not', 'build', 'it', 'from', 'stone', 'but', 'had', 'it', 'hewn', 'into', 'the', 'cliffs', 'of', 'the', 'Nile', 'valley', 'at', 'a', 'spot', 'that', 'stands', 'only', '7', 'km', '(', '4', 'miles', ')', 'from', 'the', 'Sudan', 'border', ',', 'in', 'the', 'ancient', 'land', 'of', 'Nubia', '.']","Ramses II did not build it from stone but had it hewn into the cliffs of the Nile valley at a spot that stands only 7 km (4 miles) from the Sudan border, in the ancient land of Nubia."
"['If', 'you', 'land', 'by', 'boat', ',', 'Caravelle', 'beach', 'is', 'yours', 'for', 'the', 'using', ';', 'otherwise', 'you', ""'ll"", 'have', 'to', 'pay', 'a', 'nominal', 'charge', 'to', 'the', 'vacation', 'club', 'that', 'owns', 'the', 'acreage', '.']","If you land by boat, Caravelle beach is yours for the using; otherwise you'll have to pay a nominal charge to the vacation club that owns the acreage."
"['Be', 'of', 'good', 'cheer', ',']","Be of good cheer,"
"['The', 'man', 'who', 'had', 'once', 'come', 'up', 'with', 'a', 'has', '-', 'been', 'corner', 'skit', ',', 'in', 'which', ',', 'as', 'Zmuda', 'recalls', ',', 'forgotten', 'performers', 'would', 'be', 'sent', 'out', 'to', 'flounder', 'in', 'front', 'of', 'an', 'audience', '...']","The man who had once come up with a has-been corner skit, in which, as Zmuda recalls, forgotten performers would be sent out to flounder in front of an audience ..."
"['The', 'consumption', 'of', 'fish', 'is', 'the', 'main', 'way', 'in', 'which', 'mercury', 'poisoning', 'occurs', '.']",The consumption of fish is the main way in which mercury poisoning occurs.
"['because', 'i', 'do', ""n't"", 'want', 'to', 'my', 'mother', 'was', 'also', 'a', 'domineering', 'type', 'of', 'personality', 'because', 'she', 'had', 'to', 'take', 'over', 'the', 'things', 'that', 'my', 'dad', 'fell', 'short', 'in']",because i don't want to my mother was also a domineering type of personality because she had to take over the things that my dad fell short in
"['Net', 'nonfederal', 'saving']",Net nonfederal saving
"['Tony', 'Snow', 'touted', 'a', 'poll', 'showing', 'that', '60', 'percent', 'of', 'Americans', 'think', 'the', 'allegations', 'represent', 'a', 'pattern', 'of', 'behavior', '.']",Tony Snow touted a poll showing that 60 percent of Americans think the allegations represent a pattern of behavior.
"['It', 'was', 'freezing', 'in', 'West', 'Texas', 'and', 'raining', '.']",It was freezing in West Texas and raining.
"['TEST', 'ORGANISMS']",TEST ORGANISMS
"['What', 'idiots', 'girls', 'are', '!']",What idiots girls are!
"['I', 'sha', ""n't"", 'stop', 'you', '.', '""']","I shan't stop you."""
"['The', 'mosque', 'contains', 'many', 'examples', 'of', 'intricate', 'textile', 'work', '.']",The mosque contains many examples of intricate textile work.
"['Passwords', 'are', 'unnecessary', 'as', 'they', 'waste', 'additional', 'time', '.']",Passwords are unnecessary as they waste additional time.
"['The', 'route', 'passes', 'in', 'sight', 'of', 'two', 'uninhabited', 'Es', 'Vedr', '?', '\xa0', ',', 'which', 'hovers', 'like', 'an', 'apparition', 'on', 'the', 'horizon', 'off', 'to', 'the', 'west', ',', 'and', 'Espalmador', ',', 'which', 'is', 'popular', 'with', 'yachtsmen', 'for', 'its', 'white', '-', 'sand', 'beach', '.']","The route passes in sight of two uninhabited Es Vedr? , which hovers like an apparition on the horizon off to the west, and Espalmador, which is popular with yachtsmen for its white-sand beach."
"['Support', 'for', 'affirmative', 'action', 'laws', 'has', 'declined', 'slightly', 'over', 'the', 'past', 'few', 'years', '.']",Support for affirmative action laws has declined slightly over the past few years.
"['Ramses', 'II', 'did', 'not', 'build', 'it', 'from', 'stone', 'but', 'had', 'it', 'hewn', 'into', 'the', 'cliffs', 'of', 'the', 'Nile', 'valley', 'at', 'a', 'spot', 'that', 'stands', 'only', '7', 'km', '(', '4', 'miles', ')', 'from', 'the', 'Sudan', 'border', ',', 'in', 'the', 'ancient', 'land', 'of', 'Nubia', '.']","Ramses II did not build it from stone but had it hewn into the cliffs of the Nile valley at a spot that stands only 7 km (4 miles) from the Sudan border, in the ancient land of Nubia."
"['Also', ',', 'disappointing', 'earnings', 'reports', 'from', 'Intel', 'and', 'other', 'blue', '-', 'chip', 'companies', 'in', 'the', 'two', 'weeks', 'leading', 'up', 'to', 'the', 'crash', 'caused', 'investors', 'to', 'question', 'the', 'value', 'of', 'entire', 'portfolios', '.']","Also, disappointing earnings reports from Intel and other blue-chip companies in the two weeks leading up to the crash caused investors to question the value of entire portfolios."
"['The', 'much', '-', 'previewed', 'profile', 'of', 'Michael', 'Huffington', 'reveals', 'that', 'he', 'is', '--', 'surprise', ',', 'surprise', '--', 'gay', '.']","The much-previewed profile of Michael Huffington reveals that he is--surprise, surprise--gay."
"['To', 'make', 'matters', 'worse', ',', 'many', 'employers', 'looking', 'to', 'save', 'money', '(', 'and', 'please', 'their', 'employees', ')', 'will', 'drop', 'dependent', 'benefits', 'if', 'states', 'provide', 'better', 'coverage', 'than', 'the', 'private', 'plans', 'now', 'do', '.']","To make matters worse, many employers looking to save money (and please their employees) will drop dependent benefits if states provide better coverage than the private plans now do."
"['Castlerigg', 'near', 'Keswick', 'is', 'the', 'best', 'example', '.']",Castlerigg near Keswick is the best example.
"['Jon', 'walked', 'back', 'to', 'the', 'town', 'to', 'the', 'smithy', '.']",Jon walked back to the town to the smithy.
"['In', '392', 'the', 'Emperor', 'Theodosius', 'proclaimed', 'Christianity', 'to', 'be', 'the', 'official', 'religion', 'of', 'the', 'Roman', 'Empire', ',', 'and', 'on', 'his', 'death', 'in', '395', 'the', 'empire', 'was', 'split', 'once', 'more', ',', 'between', 'his', 'two', 'sons', ',', 'and', 'was', 'never', 'again', 'to', 'be', 'reunited', '.']","In 392 the Emperor Theodosius proclaimed Christianity to be the official religion of the Roman Empire, and on his death in 395 the empire was split once more, between his two sons, and was never again to be reunited."
"['He', 'could', 'not', 'afford', 'to', 'get', 'distracted', 'from', 'his', 'problem', '.']",He could not afford to get distracted from his problem.
"['A', '1997', 'Henry', 'J.', 'Kaiser', 'Family', 'Foundation', 'survey', 'found', 'that', 'Americans', 'in', 'managed', 'care', 'plans', 'are', 'basically', 'content', 'with', 'their', 'own', 'care', '.']",A 1997 Henry J. Kaiser Family Foundation survey found that Americans in managed care plans are basically content with their own care.
"['it', 'depends', 'a', 'lot', 'of', 'uh', 'a', 'lot', 'of', 'things', 'were', 'thought', 'that', 'uh', 'as', 'you', 'know', 'the', 'farmers', 'thought', 'okay', 'we', 'got', 'chemicals', 'we', ""'re"", 'putting', 'chemicals', 'on', 'the', 'field', 'well', 'the', 'ground', 'will', 'naturally', 'filter', 'out', 'the']",it depends a lot of uh a lot of things were thought that uh as you know the farmers thought okay we got chemicals we're putting chemicals on the field well the ground will naturally filter out the
"['The', 'emperor', 'was', 'exhausted', 'by', 'his', 'religious', 'and', 'political', 'obligation', ',', 'and', 'abdicated', 'early', '.']","The emperor was exhausted by his religious and political obligation, and abdicated early."
"['We', 'should', ""n't"", 'have', 'been', 'here', 'as', 'soon', 'as', 'this', 'even', ',', 'if', 'it', 'had', ""n't"", 'been', 'for', 'the', 'fact', 'that', 'there', 'was', 'a', 'smart', 'doctor', 'on', 'the', 'spot', ',', 'who', 'gave', 'us', 'the', 'tip', 'through', 'the', 'Coroner', '.']","We shouldn't have been here as soon as this even, if it hadn't been for the fact that there was a smart doctor on the spot, who gave us the tip through the Coroner."
"['Educating', 'the', 'kids', 'and', 'making', 'them', 'practice', 'with', 'street', 'signs', 'and', 'cars', 'will', 'not', 'make', 'it', 'happen', '.']",Educating the kids and making them practice with street signs and cars will not make it happen.
"['Yes', ',', 'undoubtedly', 'the', 'hand', 'of', 'Mr.', 'Brown', '!', 'Mr.', 'Carter', 'paused', '.']","Yes, undoubtedly the hand of Mr. Brown! Mr. Carter paused."
"['There', 'was', 'no', 'cost', 'in', 'keeping', 'the', 'grass', 'alive', 'in', 'the', 'summer', 'time', '.']",There was no cost in keeping the grass alive in the summer time.
"['Today', ',', 'the', 'island', 'is', 'little', 'more', 'than', 'a', 'forgotten', 'backwater', 'with', 'few', 'ferry', 'connections', 'to', 'other', 'islands', ',', 'but', 'its', 'strong', 'natural', 'defenses', 'gave', 'it', 'advantages', 'in', 'ancient', 'times', '.']","Today, the island is little more than a forgotten backwater with few ferry connections to other islands, but its strong natural defenses gave it advantages in ancient times."
"['The', 'author', 'advised', 'that', 'zinc', 'supplements', 'are', 'good', 'for', 'health', '.']",The author advised that zinc supplements are good for health.
"['The', 'second', 'installment', 'of', 'Star', 'Wars', 'is', 'in', 'theaters', '.']",The second installment of Star Wars is in theaters.
"['In', 'Hong', 'Kong', 'you', 'can', 'have', 'a', 'plate', ',', 'or', 'even', 'a', 'whole', 'dinner', 'service', ',', 'hand', '-', 'painted', 'to', 'your', 'own', 'design', '.']","In Hong Kong you can have a plate, or even a whole dinner service, hand-painted to your own design."
"['Typically', 'assumed', 'to', 'be', 'a', 'high', '-', 'roller', 'card', 'game', ',', 'baccarat', '(', 'bah', '-', 'cah', '-', 'rah', ')', 'is', 'similar', 'to', 'blackjack', ',', 'though', 'it', ""'s"", 'played', 'with', 'stricter', 'rules', ',', 'higher', 'limits', ',', 'and', 'less', 'player', 'interaction', '.']","Typically assumed to be a high-roller card game, baccarat (bah-cah-rah) is similar to blackjack, though it's played with stricter rules, higher limits, and less player interaction."
"['On', 'the', 'second', 'Tuesday', 'of', 'the', 'month', 'they', 'were', 'at', 'the', 'community', 'courthouse', '.']",On the second Tuesday of the month they were at the community courthouse.
"['Most', 'produce', 'is', 'local', '.']",Most produce is local.
"['Likewise', ',', 'at', 'their', 'production', 'decision', 'reviews', ',', 'these', 'programs', 'did', 'not', 'capture', 'manufacturing', 'and', 'product', 'reliability', 'knowledge', 'consistent', 'with', 'best', 'practices', '.']","Likewise, at their production decision reviews, these programs did not capture manufacturing and product reliability knowledge consistent with best practices."
"['John', 'Panzar', 'has', 'characterized', 'street', 'delivery', 'as', 'a', 'bottleneck', 'function', 'because', 'a', 'single', 'firm', 'can', 'deliver', 'to', 'a', 'recipient', 'at', 'a', 'lower', 'total', 'cost', 'than', 'multiple', 'firms', 'delivering', 'to', 'the', 'same', 'customer', '.']",John Panzar has characterized street delivery as a bottleneck function because a single firm can deliver to a recipient at a lower total cost than multiple firms delivering to the same customer.
"['He', 'could', 'have', 'just', 'ghosted', 'once', '.']",He could have just ghosted once.
"['This', 'time', 'around', ',', 'Lloyd', 'believes', 'he', ""'s"", 'the', 'Messiah', '.']","This time around, Lloyd believes he's the Messiah."
"['What', 'is', 'your', 'best', '?']",What is your best?
"['It', 'is', 'rare', 'for', 'GAO', 'to', 'do', 'something', 'as', 'a', 'professional', 'courtesy', '.']",It is rare for GAO to do something as a professional courtesy.
"['Other', 'villages', 'are', 'much', 'less', 'developed', ',', 'and', 'therein', 'lies', 'the', 'essence', 'of', 'many', 'delights', '.']","Other villages are much less developed, and therein lies the essence of many delights."
"['Researchers', 'substituted', 'data', 'on', 'jello', 'ingestion', 'for', 'auto', 'collisions', 'in', 'their', 'work', '.']",Researchers substituted data on jello ingestion for auto collisions in their work.
"['Over', 'their', 'backs', 'fell', 'the', 'cutting', 'lashes', 'of', 'a', 'whip', '.']",Over their backs fell the cutting lashes of a whip.
"['Mother', ',', 'trying', 'to', 'be', 'humble', ',', 'asked', 'if', 'the', 'trunk', 'was', 'small', '.']","Mother, trying to be humble, asked if the trunk was small."
"['Someone', 'likes', 'to', 'get', 'comments', 'from', 'readers', 'of', 'a', 'paper', '.']",Someone likes to get comments from readers of a paper.
"['The', 'final', 'rule', 'was', 'declared', 'not', 'to', 'be', 'an', 'economically', 'significant', 'regulator', 'action', '.']",The final rule was declared not to be an economically significant regulator action.
"['The', 'man', 'watched', 'motionlessly', 'as', 'the', 'spear', 'fell', '.']",The man watched motionlessly as the spear fell.
"['Lasted', 'too', 'long']",Lasted too long
"['At', 'the', 'fulcrum', 'is', 'a', 'coffee', 'bar', 'and', 'cafe', 'under', 'a', 'giant', 'screen', 'television', 'flanked', 'by', 'CD', 'listening', 'stations', '.']",At the fulcrum is a coffee bar and cafe under a giant screen television flanked by CD listening stations.
"['GAO', 'also', 'issued', 'over', '160', 'reports', 'detailing', 'specific', 'findings', 'and', 'made', 'over', '100', 'recommendations', 'to', 'agencies', 'and', 'to', 'the', 'President', ""'s"", 'Council', 'on', 'Year', '2000', 'Conversion', 'for', 'improving', 'the', 'government', ""'s"", 'readiness', '.']",GAO also issued over 160 reports detailing specific findings and made over 100 recommendations to agencies and to the President's Council on Year 2000 Conversion for improving the government's readiness.
"['There', 'was', 'nothing', 'in', 'the', 'large', 'chest', '.']",There was nothing in the large chest.
"['Finally', 'the', 'woman', 'opened', 'her', 'eyes', 'feebly', '.']",Finally the woman opened her eyes feebly.
"['Salt', 'dries', 'in', 'pans', 'at', 'Las', 'Salinas', '.']",Salt dries in pans at Las Salinas.
"['In', '392', 'the', 'Emperor', 'Theodosius', 'proclaimed', 'Christianity', 'to', 'be', 'the', 'official', 'religion', 'of', 'the', 'Roman', 'Empire', ',', 'and', 'on', 'his', 'death', 'in', '395', 'the', 'empire', 'was', 'split', 'once', 'more', ',', 'between', 'his', 'two', 'sons', ',', 'and', 'was', 'never', 'again', 'to', 'be', 'reunited', '.']","In 392 the Emperor Theodosius proclaimed Christianity to be the official religion of the Roman Empire, and on his death in 395 the empire was split once more, between his two sons, and was never again to be reunited."
"['The', 'standard', 'technology', 'assumptions', 'of', 'scenario', 'A', 'were', 'used', 'by', 'EIA', 'in', 'the', 'development', 'of', 'the', 'AEO2001', 'reference', 'case', 'projections', '.']",The standard technology assumptions of scenario A were used by EIA in the development of the AEO2001 reference case projections.
"['Most', 'of', 'the', 'crashed', 'airplanes', 'were', 'hauling', 'drugs', 'from', 'Cuba', '.']",Most of the crashed airplanes were hauling drugs from Cuba.
"['The', 'steps', 'are', 'covered', 'in', 'mossy', 'and', 'very', 'slippy', '.']",The steps are covered in mossy and very slippy.
