source_text,target_text
"[' ', 'the', 'flat', 'report', 'followed', 'a', ' ', 'string', 'of', 'declines']", the flat report followed a  string of declines 
"[' ', 'i', 'want', 'white', 'america', 'to', 'talk', 'about', 'it', 'too', 'but', 'i', ""'"", 'm', 'convinced', 'that', 'the', ' ', 'is', 'what', ""'s"", 'happening']", i want white america to talk about it too but i 'm convinced that the  is what 's happening 
"[' ', 'omni', 'capital', 'group', 'surged', 'N', 'N', 'to', 'N', 'N']", omni capital group surged N N to N N 
"[' ', 'asked', 'how', 'the', 'company', 'hopes', 'to', 'expand', 'its', 'computer', 'hardware', 'business', 'mr', '.', ' ', 'said', 'it', 'sees', 'good', 'opportunities', 'in', 'systems', 'integration']", asked how the company hopes to expand its computer hardware business mr.  said it sees good opportunities in systems integration 
"[' ', 'he', 'will', 'specialize', 'in', 'white', '-', 'collar', 'criminal', 'defense', 'work']", he will specialize in white-collar criminal defense work 
"[' ', 'this', 'seems', 'to', 'be', 'the', 'season', 'for', ' ', 'in', 'chicago']", this seems to be the season for  in chicago 
"[' ', 'the', 'restructuring', 'will', 'take', 'place', 'over', 'a', 'two', '-', 'year', 'period', 'and', 'will', 'involve', 'the', 'transfer', 'and', ' ', 'of', 'employees', 'in', 'u.s', '.', 'operations', 'to', 'reduce', 'costs', 'and', 'focus', 'efforts', 'in', 'other', 'areas']", the restructuring will take place over a two-year period and will involve the transfer and  of employees in u.s. operations to reduce costs and focus efforts in other areas 
"[' ', 'a', 'few', 'months', 'ago', 'dentsu', 'acquired', 'N', 'N', 'of', 'australian', 'agency', 'fortune', 'communication', 'holdings', 'ltd', '.', 'for', 'N', 'million', 'australian', 'dollars', 'us$', 'N', 'million']", a few months ago dentsu acquired N N of australian agency fortune communication holdings ltd. for N million australian dollars us$ N million 
"[' ', 'the', 'energy', 'of', 'participating', 'investors', ' ', 'into', 'tokyu', 'group', 'shares', 'pushing', 'prices', 'of', 'its', 'companies', 'up', 'across', 'the', 'board']", the energy of participating investors  into tokyu group shares pushing prices of its companies up across the board 
"[' ', 'put', 'option', 'on', 'dec', '.', 'N', 'N', 'at', 'an', 'indicated', 'N', 'N', 'to', 'yield', 'N', 'N']", put option on dec. N N at an indicated N N to yield N N 
"[' ', 'but', 'several', 'teachers', 'also', 'say', 'the', 'incident', ' ', 'doubt', 'on', 'the', 'wisdom', 'of', 'evaluating', 'teachers', 'or', 'schools', 'by', 'using', 'standardized', 'test', 'scores']", but several teachers also say the incident  doubt on the wisdom of evaluating teachers or schools by using standardized test scores 
"[' ', 'although', 'bond', 'prices', 'were', ""n't"", 'as', 'volatile', 'on', 'tuesday', 'trading', 'as', 'stock', 'prices', 'traders', 'nevertheless', 'said', 'action', 'also', 'was', 'much', 'slower', 'yesterday', 'in', 'the', 'treasury', 'market']", although bond prices were n't as volatile on tuesday trading as stock prices traders nevertheless said action also was much slower yesterday in the treasury market 
"[' ', 'almost', 'any', 'money', 'manager', 'holding', 'stocks', 'has', 'turned', 'in', 'better', 'results', 'while', 'renaissance', 'has', 'played', 'it', 'safe', 'with', 'treasury', 'bills']", almost any money manager holding stocks has turned in better results while renaissance has played it safe with treasury bills 
"[' ', 'in', 'the', 'bush', 'white', 'house', 'the', 'size', 'of', 'the', 'nsc', ""'s"", 'staff', 'of', 'professional', 'officers', 'is', 'down', 'to', 'about', 'N', 'from', 'about', 'N', 'in', 'N', 'administration', 'officials', 'say']", in the bush white house the size of the nsc 's staff of professional officers is down to about N from about N in N administration officials say 
"[' ', 'so', '-', 'called', 'jumbo', 'cds', 'typically', 'in', 'denominations', 'of', '$', 'N', 'and', 'up', 'also', 'usually', 'follow', ' ', 'and', 'interest', 'rate', 'trends', 'in', 'general', 'more', 'than', 'those', 'aimed', 'at', 'small', 'investors']", so-called jumbo cds typically in denominations of $ N and up also usually follow  and interest rate trends in general more than those aimed at small investors 
"[' ', 'i', 'think', 'the', 'people', 'will', 'be', 'judging', 'the', 'regime', 'by', 'a', '  ', 'by', 'a', 'corrupt', 'revenue', ' ']", i think the people will be judging the regime by a   by a corrupt revenue  
"[' ', 'without', 'the', 'adobe', 'gain', 'apple', ""'s"", 'full', '-', 'year', 'operating', 'profit', 'edged', 'up', 'N', 'N', 'to', '$', 'N', 'million', 'or', '$', 'N', 'a', 'share', 'from', '$', 'N', 'million', 'or', '$', 'N', 'a', 'share']", without the adobe gain apple 's full-year operating profit edged up N N to $ N million or $ N a share from $ N million or $ N a share 
"[' ', 'we', ""'re"", 'happy', 'we', 'guess', 'to', 'receive', 'confirmation', 'of', 'the', 'krasnoyarsk', 'violation', 'from', 'the', 'soviets', 'five', 'years', 'after', 'we', 'started', 'writing', 'about', 'it']", we 're happy we guess to receive confirmation of the krasnoyarsk violation from the soviets five years after we started writing about it 
"[' ', 'both', 'the', 'house', 'and', 'senate', 'bills', 'to', 'reduce', 'the', 'cost', 'and', 'coverage', 'of', 'the', ' ', 'plan', 'would', 'eliminate', 'the', 'cap', 'on', 'doctor', ""'s"", 'bills']", both the house and senate bills to reduce the cost and coverage of the  plan would eliminate the cap on doctor 's bills 
"[' ', 'it', 'is', 'easy', 'to', 'fight', 'when', 'you', 'do', ""n't"", 'have', 'any', 'other', 'option']", it is easy to fight when you do n't have any other option 
"[' ', 'here', ""'s"", 'one', 'more', 'explanation', 'for', 'why', 'japan', 'is', 'a', 'tough', 'industrial', 'competitor', 'two', 'of', 'three', 'japanese', 'employees', 'submit', 'suggestions', 'to', 'save', 'money', 'increase', 'efficiency', 'and', 'boost', 'morale', 'while', 'only', 'N', 'N', 'of', 'american', 'workers', 'do']", here 's one more explanation for why japan is a tough industrial competitor two of three japanese employees submit suggestions to save money increase efficiency and boost morale while only N N of american workers do 
"[' ', 'some', 'business', 'leaders', 'and', 'others', 'also', 'believe', 'that', 'mr', '.', 'dinkins', 'would', 'place', 'significant', 'responsibility', 'in', 'the', 'hands', 'of', 'a', 'deputy', 'mayor', 'with', 'a', 'strong', 'administrative', 'background']", some business leaders and others also believe that mr. dinkins would place significant responsibility in the hands of a deputy mayor with a strong administrative background 
"[' ', 'and', 'with', 'its', 'new', 'venture', 'with', 'japan', ""'s"", 'mitsubishi', 'heavy', 'industries', 'ltd', '.', 'announced', 'last', 'week', 'it', 'is', 'poised', 'to', ' ', 'growing', 'markets', 'overseas']", and with its new venture with japan 's mitsubishi heavy industries ltd. announced last week it is poised to  growing markets overseas 
"[' ', 'significantly', 'lower', 'sales', 'of', 'stay', 'trim', 'diet', 'aids', 'also', 'were', 'a', 'factor', 'in', 'the', 'drop']", significantly lower sales of stay trim diet aids also were a factor in the drop 
"[' ', 'if', 'anything', 'we', ""'re"", 'going', 'to', 'see', 'defaults', 'increase', 'because', 'credit', 'ratings', 'have', 'declined', 'says', 'paul', ' ', 'associate', 'professor', 'at', 'the', 'massachusetts', 'institute', 'of', 'technology', ""'s"", 'sloan', 'school', 'of', 'management']", if anything we 're going to see defaults increase because credit ratings have declined says paul  associate professor at the massachusetts institute of technology 's sloan school of management 
"[' ', 'chrysler', 'said', 'its', 'trucks', 'and', 'vans', 'already', 'meet', 'the', ' ', 'resistance', 'standard', 'for', 'cars']", chrysler said its trucks and vans already meet the  resistance standard for cars 
"[' ', 'it', 'said', 'sales', 'of', 'such', 'properties', 'were', 'slower', 'than', 'anticipated', 'in', 'the', 'third', 'quarter', 'but', 'it', 'expects', 'sales', 'to', 'pick', 'up', 'in', 'the', 'rest', 'of', 'the', 'year']", it said sales of such properties were slower than anticipated in the third quarter but it expects sales to pick up in the rest of the year 
"[' ', 'the', 'dow', 'jones', 'transportation', 'average', 'fell', 'N', 'to', 'close', 'at', 'N']", the dow jones transportation average fell N to close at N 
"[' ', 'tenders', 'for', 'the', 'bills', 'available', 'in', 'minimum', '$', 'N', 'denominations', 'must', 'be', 'received', 'by', 'N', 'p.m.', 'est', 'monday', 'at', 'the', 'treasury', 'or', 'at', 'federal', 'reserve', 'banks', 'or', 'branches']", tenders for the bills available in minimum $ N denominations must be received by N p.m. est monday at the treasury or at federal reserve banks or branches 
"[' ', 'in', 'a', 'separate', 'announcement', 'trinova', 'said', 'the', ' ', 'group', 'has', 'agreed', 'to', 'sell', 'its', '  ', 'and', 'related', 'businesses', 'to', 'midland', ' ', 'inc', '.', 'of', ' ', 'conn']", in a separate announcement trinova said the  group has agreed to sell its   and related businesses to midland  inc. of  conn 
"[' ', 'the', 'program', 'now', 'works', 'on', 'all', 'hewlett', '-', 'packard', 'and', ' ', 'workstations', 'and', 'on', 'computers', 'made', 'by', ' ', 'computer', 'inc', '.', 'of', ' ', 'conn']", the program now works on all hewlett-packard and  workstations and on computers made by  computer inc. of  conn 
"[' ', 'several', 'components', 'that', 'track', 'the', 'health', 'of', 'the', 'manufacturing', 'sector', 'of', 'the', 'economy', 'turned', 'down', 'in', 'september']", several components that track the health of the manufacturing sector of the economy turned down in september 
"[' ', 'recognition', 'also', 'said', 'it', 'obtained', 'a', 'commitment', 'from', 'chemical', 'bank', 'and', 'bank', 'of', 'boston', 'to', 'convert', 'an', 'estimated', '$', 'N', 'million', 'in', 'bank', 'debt', 'to', 'a', 'new', ' ', 'secured', 'term', 'loan', 'to', 'be', 'repaid', 'through', 'the', 'sale', 'of', 'certain', 'assets']", recognition also said it obtained a commitment from chemical bank and bank of boston to convert an estimated $ N million in bank debt to a new  secured term loan to be repaid through the sale of certain assets 
"['  ', 'j.', ' ', 'was', 'named', 'an', 'executive', 'vice', 'president', 'of', 'the', 'american', 'express', 'travel', 'related', 'services', 'co.', 'unit', 'of', 'this', 'travel', 'and', 'financial', 'services', 'firm']",  j.  was named an executive vice president of the american express travel related services co. unit of this travel and financial services firm 
"[' ', 'intel', 'said', 'it', 'had', 'corrected', 'the', 'problems', 'and', 'would', 'start', 'producing', ' ', 'chips', 'next', 'week']", intel said it had corrected the problems and would start producing  chips next week 
"[' ', 'revenue', 'was', '$', 'N', 'million', 'up', 'from', '$', 'N', 'million']", revenue was $ N million up from $ N million 
"[' ', 'the', ' ', 'most', 'traditional', 'form', 'of', 'permanent', 'insurance', 'is', 'the', 'straight', 'whole', 'life', 'policy']", the  most traditional form of permanent insurance is the straight whole life policy 
"[' ', 'ingersoll', 'has', 'N', ' ', 'and', 'N', 'other', ' ', 'papers', 'in', 'the', 'u.s', '.', 'and', 'europe']", ingersoll has N  and N other  papers in the u.s. and europe 
"[' ', 'mr', '.', 'hastings', 'faced', 'the', 'senators', 'and', 'sat', ' ', 'during', 'the', 'first', 'two', ' ', 'votes', 'then', 'quickly', 'left', 'the', 'chamber']", mr. hastings faced the senators and sat  during the first two  votes then quickly left the chamber 
"[' ', 'after', 'the', 'earthquake', 'two', 'weeks', 'ago', 'brokers', 'say', 'companies', 'scrambled', 'to', 'replace', 'reinsurance', ' ', 'again', 'and', 'lloyd', ""'s"", 'syndicates', 'turned', 'to', 'the', 'london', 'market', 'excess', 'lines', 'for', 'protection', 'of', 'their', 'own']", after the earthquake two weeks ago brokers say companies scrambled to replace reinsurance  again and lloyd 's syndicates turned to the london market excess lines for protection of their own 
"[' ', 'security', 'pacific', 'corp', '.', 'has', 'set', 'its', 'sights', 'on', 'buying', 'its', 'second', 'bank', 'holding', 'company', 'this', 'year']", security pacific corp. has set its sights on buying its second bank holding company this year 
"[' ', 'if', 'it', 'finds', 'one', 'of', 'those', ' ', 'mr', '.', 'alexander', 'said', 'the', 'worm', 'will', 'do', 'such', 'things', 'as', 'change', 'users', ""'"", ' ', 'to', 'a', 'series', 'of', 'random', 'numbers', 'preventing', 'them', 'from', 'signing', 'on', 'to', 'the', 'network']", if it finds one of those  mr. alexander said the worm will do such things as change users '  to a series of random numbers preventing them from signing on to the network 
"[' ', 'the', 'bids', 'and', 'rate', 'proposals', 'generally', 'assume', 'the', 'seabrook', 'nuclear', 'power', 'plant', 'which', 'is', 'completed', 'will', 'go', 'into', 'operation']", the bids and rate proposals generally assume the seabrook nuclear power plant which is completed will go into operation 
"[' ', 'he', 'even', 'sold', 'one', 'unit', 'that', 'made', '  ', 'covers']", he even sold one unit that made   covers 
"[' ', 'entrepreneurs', 'do', ""n't"", 'rush', 'to', 'get', 'into', 'a', ' ', 'or', 'declining', 'industry']", entrepreneurs do n't rush to get into a  or declining industry 
"['  ', 'said', 'it', 'will', 'gain', 'control', 'over', '  ', 'by', 'buying', 'N', 'N', 'of', 'the', 'shares', 'in', ' ', 'holding', 'n.v', '.', 'which', 'owns', '  ']",  said it will gain control over   by buying N N of the shares in  holding n.v. which owns   
"[' ', 'that', ""'s"", 'higher', 'than', 'some', 'other', 'estimates']", that 's higher than some other estimates 
"[' ', 'it', ""'s"", 'not', 'a', 'very', 'meaningful', 'indicator', 'currently', 'because', 'corporations', 'are', 'not', ' ', 'in', 'a', 'traditional', 'manner', 'says', 'james', 'h.', ' ', 'head', 'of', 'stock', 'investments', 'for', 'cigna', 'corp', '.', 'the', ' ', 'insurer']", it 's not a very meaningful indicator currently because corporations are not  in a traditional manner says james h.  head of stock investments for cigna corp. the  insurer 
"[' ', 'for', 'the', 'political', 'process', 'to', 'work', 'all', 'citizens', 'regardless', 'of', 'race', 'must', 'feel', 'represented']", for the political process to work all citizens regardless of race must feel represented 
"[' ', 'yet', 'when', 'my', 'youngest', 'child', 'died', 'two', 'years', 'ago', 'i', 'buried', 'him', 'in', 'the', 'church', 'cemetery', 'of', 'a', 'small', 'missouri', 'town']", yet when my youngest child died two years ago i buried him in the church cemetery of a small missouri town 
"[' ', 'such', 'defensive', 'issues', 'as', 'food', 'tobacco', 'and', 'drug', 'stocks', 'have', 'been', 'in', 'favor', 'for', 'some', 'time']", such defensive issues as food tobacco and drug stocks have been in favor for some time 
"[' ', 'this', 'bacterium', 'produces', 'a', 'toxin', 'that', 'if', 'used', 'as', 'a', 'vaccine', 'can', 'induce', ' ', 'to', 'whooping', 'cough']", this bacterium produces a toxin that if used as a vaccine can induce  to whooping cough 
"[' ', 'the', 'sandinistas', 'of', 'nicaragua', 'for', 'example', 'also', 'are', 'part', 'of', 'the', '   ']", the sandinistas of nicaragua for example also are part of the    
"[' ', 'bond', 'prices', 'posted', 'strong', 'gains', 'as', 'investors', 'went', 'on', 'a', 'bargain', 'hunt']", bond prices posted strong gains as investors went on a bargain hunt 
"[' ', 'mr', '.', 'wall', 'relieved', 'them', 'of', 'responsibility', 'for', ' ', 'lincoln', 'in', 'N']", mr. wall relieved them of responsibility for  lincoln in N 
"[' ', 'the', 'market', 'for', 'export', 'financing', 'was', ' ', 'in', 'the', 'mid-1980s', 'however', 'forcing', 'the', 'bank', 'to', 'face', 'competition']", the market for export financing was  in the mid-1980s however forcing the bank to face competition 
